 ,Full Name,Gender,Age,State,Job Classification,Date Joined,Balance,Marital Status,education,House Loan,Other Loan,contact,Previous Outcome,Loan Default,Customer Code
662,Drew Rogers,Male,48.0,Nevada,Blue Collar,2017-05-24,44030.55,single,tertiary,yes,no,cellular,unknown,yes,A0662
663,Bethany Pena,Male,52.0,Nevada,Other,2017-05-24,87267.73,single,tertiary,yes,no,cellular,unknown,yes,A0663
664,Sonya Mullins,Male,38.0,Nevada,White Collar,2017-05-24,59255.49,married,primary,yes,no,cellular,other,no,A0664
665,Cecilia Manning,Male,48.0,Nevada,Other,2017-05-24,28983.12,single,secondary,yes,no,unknown,unknown,no,A0665
666,Blake Bridges,Male,35.0,Wyoming,Blue Collar,2017-05-24,56776.4,married,secondary,no,no,telephone,failure,no,A0666
667,Colleen Warren,Male,35.0,Wyoming,White Collar,2017-05-24,124964.43,married,tertiary,no,no,cellular,unknown,no,A0667
668,Herman Williams,Male,33.0,Wyoming,White Collar,2017-05-24,63504.03,married,primary,no,yes,cellular,failure,no,A0668
669,Trevor Jones,Male,52.0,Nevada,Blue Collar,2017-05-25,125226.63,divorced,secondary,no,no,cellular,unknown,no,A0669
670,Andrew Meyer,Male,42.0,Nevada,Blue Collar,2017-05-25,97991.6,married,secondary,no,yes,telephone,unknown,no,A0670
671,Carla Mccormick,Female,61.0,Nevada,Other,2017-05-25,12487.46,married,secondary,no,no,unknown,unknown,no,A0671
672,Cecilia Manning,Female,59.0,Nevada,Other,2017-05-25,35931.63,married,secondary,yes,no,cellular,failure,no,A0672
673,Shari Silva,Male,53.0,Nevada,Other,2017-05-25,106683.04,married,unknown,yes,no,cellular,failure,no,A0673
674,Tracy Reed,Male,55.0,Nevada,Blue Collar,2017-05-25,48672.04,married,tertiary,yes,no,unknown,unknown,no,A0674
675,Marian Hill,Male,26.0,Wyoming,Blue Collar,2017-05-25,16530.64,divorced,secondary,no,no,cellular,unknown,no,A0675
676,Bernadette Page,Female,22.0,Oregon,Other,2017-05-25,44950.58,married,secondary,yes,no,cellular,other,no,A0676
677,Drew Rogers,Male,41.0,California,White Collar,2017-05-26,36653.72,single,tertiary,yes,no,telephone,unknown,no,A0677
678,Beth Tucker,Female,25.0,California,White Collar,2017-05-26,1381.04,married,secondary,no,yes,cellular,unknown,no,A0678
679,Robert Munoz,Female,29.0,California,White Collar,2017-05-26,22972.79,single,secondary,no,no,unknown,unknown,no,A0679
680,Austin Reynolds,Female,40.0,California,Blue Collar,2017-05-26,113570.34,married,primary,no,no,unknown,unknown,no,A0680
681,Billie Chandler,Female,52.0,Nevada,Other,2017-05-26,26862.96,single,unknown,no,no,cellular,unknown,no,A0681
682,Shari Silva,Male,37.0,Nevada,Other,2017-05-26,99286.15,married,secondary,no,yes,cellular,unknown,no,A0682
683,Ernest Davis,Male,60.0,Nevada,Blue Collar,2017-05-26,20542.88,married,secondary,yes,no,cellular,unknown,no,A0683
684,Salvador Bass,Male,23.0,Nevada,Blue Collar,2017-05-26,86443.43,single,tertiary,yes,no,cellular,unknown,no,A0684
685,Della Jensen,Female,42.0,Wyoming,Blue Collar,2017-05-26,45715.3,single,secondary,no,no,cellular,success,yes,A0685
686,Mable Lindsey,Male,34.0,Wyoming,Blue Collar,2017-05-26,126712.52,married,secondary,yes,no,cellular,failure,no,A0686
687,Mable Lindsey,Male,36.0,Wyoming,Other,2017-05-26,597.22,married,tertiary,yes,no,cellular,unknown,no,A0687
688,Isabel Cross,Female,33.0,Wyoming,White Collar,2017-05-26,53186.97,married,primary,yes,no,unknown,unknown,no,A0688
689,Joey Wong,Male,33.0,Wyoming,White Collar,2017-05-26,46727.57,married,primary,no,no,telephone,unknown,no,A0689
690,Bobbie Ryan,Female,42.0,Oregon,Other,2017-05-26,143325.24,single,tertiary,yes,yes,unknown,unknown,no,A0690
691,Cassandra Franklin,Male,18.0,Oregon,White Collar,2017-05-26,58028.03,single,secondary,yes,no,unknown,unknown,no,A0691
692,Johanna Boone,Female,34.0,Oregon,Other,2017-05-26,181799.7,single,tertiary,no,yes,cellular,unknown,no,A0692
693,Ellen Weaver,Male,32.0,California,White Collar,2017-05-27,16307.03,single,primary,yes,no,unknown,unknown,no,A0693
694,Colleen Warren,Male,29.0,California,White Collar,2017-05-27,31296.01,married,unknown,no,no,cellular,unknown,no,A0694
695,Drew Rogers,Female,45.0,California,White Collar,2017-05-27,117909.45,married,tertiary,no,no,cellular,unknown,no,A0695
696,Bethany Pena,Male,44.0,Nevada,Other,2017-05-27,45882.6,married,secondary,no,yes,cellular,unknown,no,A0696
697,Brooke Horton,Male,45.0,Nevada,Other,2017-05-27,110790.58,married,tertiary,yes,no,cellular,unknown,no,A0697
698,Carla Mccormick,Male,45.0,Nevada,Blue Collar,2017-05-27,79231.64,married,secondary,yes,no,cellular,unknown,no,A0698
699,Lee Mack,Male,60.0,Nevada,Other,2017-05-27,73254.49,single,secondary,no,yes,unknown,unknown,no,A0699
700,Trevor Jones,Male,58.0,Nevada,Blue Collar,2017-05-27,91588.33,married,tertiary,no,no,cellular,failure,no,A0700
701,Max Rodgers,Male,48.0,Nevada,Other,2017-05-27,25761.96,married,secondary,yes,no,cellular,unknown,no,A0701
702,Cassandra Franklin,Female,31.0,Wyoming,White Collar,2017-05-27,84884.93,single,tertiary,yes,no,cellular,unknown,no,A0702
703,Jenny Garcia,Female,34.0,Wyoming,White Collar,2017-05-27,37008.33,divorced,tertiary,no,no,cellular,unknown,yes,A0703
704,Carla Mccormick,Female,40.0,Wyoming,White Collar,2017-05-27,33866.15,married,secondary,no,no,unknown,unknown,no,A0704
705,Drew Rogers,Male,34.0,Wyoming,White Collar,2017-05-27,30424.7,married,unknown,no,no,unknown,unknown,yes,A0705
706,Isabel Cross,Female,28.0,Oregon,White Collar,2017-05-27,51544.31,divorced,tertiary,yes,no,unknown,unknown,yes,A0706
707,Cindy Becker,Male,29.0,California,White Collar,2017-05-28,111734.31,single,tertiary,no,no,cellular,unknown,no,A0707
708,Trevor Jones,Female,32.0,California,White Collar,2017-05-28,114203.25,married,primary,no,no,unknown,unknown,no,A0708
709,Jaime Pearson,Female,38.0,California,White Collar,2017-05-28,27116.72,married,secondary,yes,no,unknown,unknown,no,A0709
710,Eddie Green,Female,39.0,California,White Collar,2017-05-28,77763.12,married,primary,no,no,unknown,unknown,no,A0710
711,Bobbie Ryan,Female,53.0,Nevada,Other,2017-05-28,122626.13,married,primary,no,no,unknown,unknown,no,A0711
712,Della Jensen,Male,54.0,Nevada,Blue Collar,2017-05-28,129924.06,divorced,secondary,no,no,cellular,unknown,no,A0712
713,Arturo Francis,Male,54.0,Nevada,Blue Collar,2017-05-28,82331.87,single,tertiary,no,no,cellular,unknown,no,A0713
714,Isabel Cross,Male,45.0,Nevada,Other,2017-05-28,23049.69,single,secondary,no,no,cellular,failure,no,A0714
715,Andrew Meyer,Male,56.0,Nevada,Blue Collar,2017-05-28,30964.25,single,tertiary,no,no,cellular,unknown,no,A0715
716,Brooke Horton,Female,59.0,Nevada,White Collar,2017-05-28,65863.81,single,secondary,no,no,cellular,unknown,no,A0716
717,Cecilia Manning,Female,30.0,Wyoming,White Collar,2017-05-28,24033.76,married,secondary,no,no,cellular,unknown,no,A0717
718,Patty Thompson,Male,32.0,Wyoming,White Collar,2017-05-28,56064.51,married,tertiary,no,no,unknown,unknown,no,A0718
719,Jenny Garcia,Male,32.0,Wyoming,White Collar,2017-05-28,131963.96,married,secondary,yes,no,cellular,failure,no,A0719
720,Salvador Bass,Male,26.0,Oregon,White Collar,2017-05-28,1474.24,married,secondary,yes,yes,cellular,unknown,no,A0720
721,Don Gonzales,Male,33.0,Oregon,White Collar,2017-05-28,139588.12,married,tertiary,no,no,unknown,unknown,no,A0721
722,Ben Perez,Female,36.0,California,White Collar,2017-05-29,76927.88,single,tertiary,yes,no,cellular,unknown,no,A0722
723,Max Rodgers,Male,43.0,California,White Collar,2017-05-29,59585.69,married,tertiary,no,no,cellular,unknown,no,A0723
724,Paulette Spencer,Female,41.0,California,White Collar,2017-05-29,5649.69,married,secondary,yes,yes,unknown,unknown,no,A0724
725,Cassandra Franklin,Male,59.0,Nevada,Blue Collar,2017-05-29,38679.43,single,secondary,no,no,cellular,other,no,A0725
726,Della Jensen,Male,43.0,Nevada,Other,2017-05-29,3524.13,married,tertiary,yes,no,cellular,other,no,A0726
727,Pauline Beck,Male,53.0,Nevada,Other,2017-05-29,66775.61,single,tertiary,yes,no,cellular,unknown,no,A0727
728,Patty Thompson,Male,63.0,Nevada,Other,2017-05-29,34366.64,single,unknown,no,no,cellular,unknown,no,A0728
729,Blake Bridges,Male,34.0,Wyoming,Blue Collar,2017-05-29,91715.24,married,secondary,yes,yes,cellular,unknown,no,A0729
730,Kyle Carr,Female,33.0,Wyoming,White Collar,2017-05-29,125207.45,single,tertiary,yes,no,cellular,unknown,no,A0730
731,Paulette Spencer,Male,31.0,Wyoming,White Collar,2017-05-29,95500.49,single,secondary,yes,no,unknown,unknown,no,A0731
732,Eric Rose,Male,40.0,Wyoming,Blue Collar,2017-05-29,29011.94,married,primary,no,yes,cellular,failure,no,A0732
733,Max Rodgers,Male,47.0,Wyoming,Blue Collar,2017-05-29,12529.04,married,tertiary,no,yes,cellular,unknown,yes,A0733
734,Bernadette Page,Female,45.0,Wyoming,White Collar,2017-05-29,24689.13,married,secondary,yes,no,cellular,unknown,no,A0734
735,Robert Munoz,Male,28.0,Wyoming,Other,2017-05-29,26960.4,single,secondary,yes,no,cellular,unknown,no,A0735
736,Arturo Francis,Female,33.0,Wyoming,Blue Collar,2017-05-29,50252.54,single,secondary,no,no,cellular,unknown,no,A0736
737,Della Jensen,Female,38.0,Oregon,Other,2017-05-29,61590.87,divorced,secondary,no,no,cellular,unknown,no,A0737
738,Herman Williams,Female,20.0,Oregon,Other,2017-05-29,37906.03,married,secondary,no,no,cellular,unknown,yes,A0738
739,Rachel Gomez,Female,31.0,Oregon,Other,2017-05-29,51514.45,single,secondary,yes,no,cellular,failure,no,A0739
740,Della Jensen,Male,29.0,Oregon,Blue Collar,2017-05-29,84831.64,married,secondary,no,no,cellular,unknown,no,A0740
741,Herman Williams,Female,38.0,Oregon,Other,2017-05-29,11682.55,married,tertiary,no,no,cellular,unknown,no,A0741
742,Isabel Cross,Male,34.0,California,White Collar,2017-05-30,66495.03,single,secondary,no,no,cellular,unknown,yes,A0742
743,Della Jensen,Female,47.0,California,Other,2017-05-30,124011.46,married,secondary,yes,no,cellular,other,no,A0743
744,Jaime Pearson,Female,38.0,California,White Collar,2017-05-30,23864.03,married,primary,no,no,cellular,unknown,yes,A0744
745,Sonya Mullins,Male,46.0,California,White Collar,2017-05-30,70259.63,married,tertiary,yes,yes,cellular,unknown,no,A0745
746,Isabel Cross,Female,34.0,California,Other,2017-05-30,68711.28,married,secondary,no,yes,telephone,unknown,no,A0746
747,Robert Munoz,Male,47.0,Nevada,Blue Collar,2017-05-30,9233.67,single,secondary,yes,yes,cellular,unknown,no,A0747
748,Ruben Nunez,Male,51.0,Nevada,Blue Collar,2017-05-30,25653.3,married,secondary,yes,no,cellular,unknown,no,A0748
749,Della Jensen,Male,36.0,Nevada,Blue Collar,2017-05-30,24915.27,married,primary,no,yes,cellular,unknown,no,A0749
750,Della Jensen,Male,43.0,Nevada,Other,2017-05-30,18190.69,divorced,primary,yes,no,unknown,unknown,no,A0750
751,Christina Fuller,Male,22.0,Nevada,Blue Collar,2017-05-30,1248.27,divorced,primary,no,no,unknown,unknown,no,A0751
752,Pauline Beck,Female,35.0,Wyoming,White Collar,2017-05-30,68487.42,married,secondary,yes,no,telephone,unknown,no,A0752
753,Max Rodgers,Male,34.0,Wyoming,Other,2017-05-30,52908.7,married,primary,yes,no,unknown,unknown,no,A0753
754,Allan Ramos,Female,25.0,Oregon,Other,2017-05-30,24446.64,married,secondary,no,no,cellular,unknown,no,A0754
755,Andrew Meyer,Female,19.0,Oregon,Other,2017-05-30,7063.13,married,secondary,yes,no,unknown,unknown,no,A0755
756,Trevor Jones,Female,37.0,Oregon,Other,2017-05-30,121646.46,single,secondary,yes,no,cellular,unknown,no,A0756
757,Joey Wong,Female,45.0,Oregon,Other,2017-05-30,14162.73,married,tertiary,yes,yes,cellular,unknown,yes,A0757
758,Eric Rose,Female,26.0,Oregon,White Collar,2017-05-30,14037.51,married,secondary,yes,no,cellular,unknown,no,A0758
759,Cassandra Franklin,Male,37.0,Oregon,White Collar,2017-05-30,70514.58,married,primary,yes,no,unknown,unknown,no,A0759
760,Kyle Carr,Male,40.0,California,White Collar,2017-05-31,1370.75,married,tertiary,no,no,cellular,unknown,no,A0760
761,Bobbie Ryan,Female,38.0,California,White Collar,2017-05-31,35593.75,married,secondary,no,no,cellular,unknown,no,A0761
762,Eddie Green,Female,52.0,Nevada,Other,2017-05-31,66799.13,single,primary,yes,no,unknown,unknown,no,A0762
763,Isabel Cross,Male,46.0,Nevada,White Collar,2017-05-31,68781.37,single,tertiary,yes,no,cellular,unknown,no,A0763
764,Colleen Warren,Male,48.0,Nevada,Other,2017-05-31,204970.07,single,secondary,yes,no,cellular,unknown,no,A0764
765,Cindy Becker,Male,44.0,Nevada,Blue Collar,2017-05-31,8631.78,married,secondary,yes,no,cellular,failure,no,A0765
766,Iris Underwood,Male,45.0,Nevada,Blue Collar,2017-05-31,127948.06,divorced,secondary,no,no,cellular,failure,no,A0766
767,Ellen Weaver,Female,34.0,Wyoming,White Collar,2017-05-31,159036.72,married,primary,yes,no,unknown,unknown,no,A0767
768,Guillermo Potter,Female,39.0,Wyoming,Other,2017-05-31,1113.97,single,secondary,yes,no,unknown,unknown,no,A0768
769,Bobbie Ryan,Male,24.0,Oregon,White Collar,2017-05-31,116422.84,married,primary,yes,no,cellular,unknown,no,A0769
770,Robert Munoz,Female,22.0,Oregon,White Collar,2017-05-31,87439.84,married,tertiary,yes,no,cellular,failure,no,A0770
771,Drew Rogers,Male,44.0,California,White Collar,2017-06-01,23671.66,single,secondary,yes,yes,cellular,unknown,no,A0771
772,Tiffany May,Male,32.0,California,White Collar,2017-06-01,145338.28,married,secondary,yes,no,unknown,unknown,no,A0772
773,Johanna Boone,Male,45.0,California,Other,2017-06-01,79930.61,single,tertiary,no,no,cellular,unknown,no,A0773
774,Ernest Davis,Male,34.0,Nevada,Blue Collar,2017-06-01,13950.51,married,secondary,yes,no,cellular,unknown,no,A0774
775,Eric Rose,Male,37.0,Nevada,Blue Collar,2017-06-01,101.52,single,primary,yes,yes,unknown,unknown,no,A0775
776,Cecilia Manning,Male,32.0,Wyoming,Other,2017-06-01,92731.96,divorced,tertiary,yes,no,unknown,unknown,no,A0776
777,Brooke Horton,Female,22.0,Wyoming,White Collar,2017-06-01,70766.46,single,secondary,no,no,telephone,failure,no,A0777
778,Della Jensen,Male,28.0,Wyoming,Blue Collar,2017-06-01,3746.31,single,secondary,yes,no,unknown,unknown,no,A0778
779,Edwin Malone,Female,36.0,Wyoming,White Collar,2017-06-01,59398.39,married,primary,yes,no,unknown,unknown,no,A0779
780,Cassandra Franklin,Male,31.0,Oregon,Blue Collar,2017-06-01,143892.64,married,primary,no,no,unknown,unknown,no,A0780
781,Tracy Reed,Female,32.0,California,Other,2017-06-02,111237.42,married,secondary,yes,no,unknown,unknown,no,A0781
782,Cassandra Franklin,Female,31.0,California,White Collar,2017-06-02,19393.36,married,secondary,yes,no,cellular,unknown,no,A0782
783,Trevor Jones,Male,48.0,California,White Collar,2017-06-02,13945.51,married,tertiary,yes,no,cellular,unknown,no,A0783
784,Max Rodgers,Male,47.0,Nevada,Blue Collar,2017-06-02,37207.66,married,primary,yes,no,unknown,unknown,no,A0784
785,Edwin Malone,Male,53.0,Nevada,White Collar,2017-06-02,38139.6,single,secondary,yes,no,unknown,unknown,no,A0785
786,Trevor Jones,Female,36.0,Wyoming,Blue Collar,2017-06-02,97557.69,married,tertiary,yes,no,cellular,unknown,no,A0786
787,Shari Silva,Male,38.0,Wyoming,Blue Collar,2017-06-02,103686.67,divorced,tertiary,no,no,cellular,unknown,no,A0787
788,Robert Munoz,Female,47.0,California,White Collar,2017-06-03,58469.81,married,primary,yes,no,cellular,unknown,no,A0788
789,Iris Underwood,Male,22.0,California,White Collar,2017-06-03,5868.0,married,secondary,yes,no,cellular,unknown,no,A0789
790,Trevor Jones,Female,51.0,California,White Collar,2017-06-03,16225.42,divorced,primary,yes,no,telephone,unknown,no,A0790
791,Jenny Garcia,Female,45.0,Nevada,White Collar,2017-06-03,83903.37,single,tertiary,yes,no,cellular,unknown,no,A0791
792,Blake Bridges,Male,55.0,Nevada,Blue Collar,2017-06-03,12598.36,married,tertiary,yes,no,cellular,unknown,no,A0792
793,Salvador Bass,Male,47.0,Nevada,Other,2017-06-03,26175.15,single,secondary,no,no,cellular,unknown,no,A0793
794,Max Rodgers,Male,41.0,Wyoming,White Collar,2017-06-03,198021.7,divorced,tertiary,no,no,unknown,unknown,no,A0794
795,Max Rodgers,Female,31.0,Oregon,Other,2017-06-03,27827.7,single,secondary,yes,no,unknown,unknown,yes,A0795
796,Lorraine Gibson,Female,28.0,California,White Collar,2017-06-04,51934.09,single,tertiary,yes,no,unknown,unknown,no,A0796
797,Sonya Mullins,Female,29.0,California,Blue Collar,2017-06-04,49757.36,divorced,secondary,no,no,unknown,unknown,no,A0797
798,Bernadette Page,Female,27.0,California,Other,2017-06-04,12954.3,married,secondary,no,no,telephone,unknown,no,A0798
799,Sylvester Morales,Male,45.0,Nevada,Blue Collar,2017-06-04,92642.15,single,unknown,no,no,cellular,failure,no,A0799
800,Trevor Jones,Male,39.0,Nevada,Blue Collar,2017-06-04,41165.87,divorced,unknown,yes,no,cellular,unknown,no,A0800
801,Pauline Beck,Female,53.0,Nevada,White Collar,2017-06-04,53529.18,married,tertiary,no,no,cellular,other,no,A0801
802,Sylvester Morales,Male,54.0,Nevada,Other,2017-06-04,13199.82,single,secondary,yes,no,cellular,failure,no,A0802
803,Cecilia Manning,Male,49.0,Nevada,Blue Collar,2017-06-04,84812.75,married,secondary,yes,no,cellular,failure,no,A0803
804,Arturo Francis,Female,46.0,Nevada,White Collar,2017-06-04,51807.45,single,secondary,no,no,cellular,unknown,no,A0804
805,Ruben Nunez,Male,52.0,Nevada,Other,2017-06-04,26794.12,married,tertiary,yes,no,cellular,failure,no,A0805
806,Arturo Francis,Female,39.0,California,White Collar,2017-06-05,39562.6,married,secondary,yes,yes,cellular,failure,no,A0806
807,Austin Reynolds,Male,39.0,California,White Collar,2017-06-05,102769.3,divorced,unknown,yes,no,cellular,unknown,no,A0807
808,Tiffany May,Male,41.0,California,White Collar,2017-06-05,56369.97,married,secondary,yes,yes,cellular,unknown,no,A0808
809,Elbert Klein,Male,29.0,California,White Collar,2017-06-05,14393.57,single,secondary,yes,no,cellular,other,no,A0809
810,Trevor Jones,Female,48.0,Nevada,Other,2017-06-05,86907.63,married,tertiary,yes,no,cellular,unknown,yes,A0810
811,Shari Silva,Female,52.0,Nevada,Other,2017-06-05,68197.45,married,secondary,yes,no,cellular,unknown,no,A0811
812,Arturo Francis,Female,23.0,Wyoming,White Collar,2017-06-05,68881.67,divorced,secondary,no,yes,cellular,unknown,no,A0812
813,Della Jensen,Female,33.0,Wyoming,White Collar,2017-06-05,136125.48,single,tertiary,yes,no,cellular,unknown,no,A0813
814,Tiffany May,Male,33.0,Wyoming,Other,2017-06-05,2472.34,married,secondary,yes,no,cellular,unknown,no,A0814
815,Tiffany May,Female,29.0,Wyoming,White Collar,2017-06-05,22396.25,married,secondary,yes,no,cellular,other,no,A0815
816,Isabel Cross,Male,45.0,California,White Collar,2017-06-06,21310.82,married,secondary,no,no,cellular,unknown,no,A0816
817,Nellie Joseph,Female,34.0,California,White Collar,2017-06-06,126600.09,married,secondary,yes,no,cellular,unknown,no,A0817
818,Isabel Cross,Female,47.0,California,White Collar,2017-06-06,23698.61,single,secondary,no,no,unknown,unknown,no,A0818
819,Lynette Brewer,Female,55.0,Nevada,Other,2017-06-06,14753.28,single,primary,no,no,cellular,unknown,no,A0819
820,Robert Munoz,Male,52.0,Nevada,Blue Collar,2017-06-06,28636.1,married,secondary,yes,no,cellular,other,no,A0820
821,Isabel Cross,Male,53.0,Nevada,Blue Collar,2017-06-06,63022.87,married,secondary,no,no,cellular,unknown,no,A0821
822,Woodrow Colon,Male,34.0,Wyoming,Blue Collar,2017-06-06,44069.28,single,tertiary,yes,no,cellular,failure,no,A0822
823,Jenny Garcia,Male,36.0,California,Blue Collar,2017-06-07,91222.85,married,tertiary,no,no,cellular,other,no,A0823
824,Salvador Bass,Female,34.0,California,White Collar,2017-06-07,34041.4,married,tertiary,yes,no,cellular,other,yes,A0824
825,Beth Tucker,Male,33.0,California,Other,2017-06-07,41518.04,married,tertiary,no,no,telephone,unknown,no,A0825
826,Lorraine Gibson,Male,35.0,California,White Collar,2017-06-07,54390.01,single,tertiary,no,no,cellular,unknown,no,A0826
827,Jenny Garcia,Female,31.0,California,White Collar,2017-06-07,106008.69,married,secondary,yes,no,cellular,unknown,no,A0827
